title,name,star,date,comment
野菜不足のために,心,4.0,2014年6月8日,日頃から　野菜を食べないので　健康おたく　として　注文しました　近頃　血圧も高くなったので　野菜生活を　中心に　考えています　ウォーキング　サイクリングの　後に　飲んでいます
賞味期限約７～８か月,ひよこ,5.0,2017年9月30日,2017年９月30日到着で賞味期限が2018年5月25日二箱に分かれていて、外装ビニールには点線がありちぎれやすかったです！
まいにち。,ふくろくじゅはなこ,3.0,2018年2月2日,以前も一回購入し便秘解消したので、さらに今回購入しましたが便秘解消ならず。なぜかと疑問を持ちました。定期購入も申し込みましたが、この状態だと必要ないかも。もう少し様子見します。
健康第一,SAM,4.0,2014年7月21日,喜んで飲んでいる様です。たまに僕も頂いて飲んでますが、一日分の野菜を摂取出来るのが売りですね・・・
いつもの定番！,勝之進,5.0,2017年4月10日,早い！安い！美味い！の三拍子そろったジュースです。もう何度リピートしたかわからないぐらいです。朝にいっぱいで野菜が補えるので助かっています。それに、配達してもらうので、まとめ買いしています。
おいしいね,あかね,4.0,2014年3月12日,私は高齢なので食事の時野菜がきになりこの野菜ジュウスがあるととてもホットします。　呑みやすいのでいつまでものみたいです。。
一人暮らし,通りすがりの犬,5.0,2018年2月11日,賞味期限も余裕があり安心して購入出来ました。来月も楽しみです。
便利,ゆーじ,5.0,2017年11月3日,野菜ジュースが欲しくて購入。届けてくれるのでとても便利です。
トマトジュースが苦手でも飲めました,匿名,5.0,2016年6月12日,トマトは好きですが、トマトジュースはずっと苦手でした。こちらの商品はトマトがメインの野菜ジュースなので、最初は飲めるか不安でしたが、今までのトマトジュースとは違った飲みやすさでした。他の野菜ジュースと比べて、りんごがメインではないので苦手な方もいると思いますが、野菜の味そのままだと思えば美味しいです。毎日飲むような物なので値段によって評価は変わると思いますが、今の状態(1本80円未満)であればお得だと思います。個人的にはサプリメントより、野菜ジュースで栄養を取るほうがまだマシなのかなと思ってます。また、お店で買うとだいたい冷たいのでAmazonで買うほうが常温で飲めるのも助かります(常温のほうが好きなので)。
美味しいよ！,Amazon カスタマー,5.0,2017年4月10日,とても美味しいです２００ミリリットルは丁度良い量です  大嫌いのセロリが感じません
一日分の野菜,小林尋人,5.0,2018年2月19日,3年間飲み続けて居ます。味もそこそこ。余り美味い物でないが野菜を取る為飲料して居ます。
おいしいです。,わーやん,4.0,2012年8月5日,普通に美味しく飲める野菜ジュース。一人暮らしには必須ですね。ちなみに、完全にナチュラルなジュースではなく、カルシウムやビタミンCが添加されています。なので、そういうのがイヤな方は注意してください。まぁ、変なものが添加されているわけではないので、安心して飲めますけどね～。
1日1本飲んでます,Amazon カスタマー,5.0,2017年11月1日,身体に必要な野菜がこれ一本でとれるなんて感激です。味もgoodです。
人参がメインで飲みやすい,明治大行きたかったねｗ,4.0,2014年8月28日,某社のトマトメインのものと交互に飲んでいますが、飲み飽きしません。
野菜のバランスが良い。,Amazon カスタマー,5.0,2018年2月5日,以前はトマトジュースを飲んでましたが、今は野菜ジュースに移行しました。バランスの良い野菜のエキスが身体の中まで浸み込みます。
味も量も満足です、これで健康が得られると思えば気持ち的に楽です。,シミジィイ,5.0,2018年2月4日,初めて購入しましたが、おいしいからまた購入したいと思います。
いいね,yosha,5.0,2018年2月2日,美味しくてありがとうございました。今度また買いたいと思います。
私の心配の解消,埃嫌,3.0,2018年7月28日,栄養面を考え、一人暮らしのこどもに送っています。喜んでいるようです。
満足です。,たかちん,4.0,2014年11月7日,安くて早くてよかったのですが、紙パックのカドがつぶれているものが多数見受けられました。自宅ようなので支障ないですが。
期待通りです。,Tokyo Joe,4.0,2014年10月19日,毎日おいしくいただいております。　　健康に良いと思い冬を除いて春夏秋と毎年定期便でいただくことにしております。
野菜不足の補完,たそがれ,5.0,2018年1月23日,とても安いので食生活が乱れがちな忙しい時期に重宝しています。
美味しいです,水がめ座,5.0,2018年1月17日,一日分のジュースは大きなペットボトルのジュースからコップに移して飲むよりコクがあってとてもおいしく感じます。主に孫が飲んでいるので新鮮だということが重要です。
野菜ジュースのおかげで風邪なし,hiro,5.0,2017年6月14日,今まで甘い野菜ジュースしか飲んだことがなかったので、初めて飲んだ時は「塩っぽい」と思ったのですが、次の日、また次の日と飲んでいくうちに癖になり、今では一年以上毎日飲み続けています。野菜はほとんど食べないので1日分の野菜を摂ることができるというのはありがたいです。この野菜ジュースのおかげで一年風邪なしでいられたのかもしれません。
野菜不足の解消と財布にやさしい！,いち,4.0,2014年10月9日,朝が早いので、朝食は職場で軽くパンをかじっておりますがその時に一日分（？）の野菜を充填。特に今夏は野菜が高騰してましたので懐にやさしいくて、健康にも良い（！？）。遠距離通勤のサラリーマンには便利かな？
いつも飲んでます,やっぱりアマゾン,5.0,2018年1月14日,職場では外食が多く、なかなか野菜を取れないので、ランチの前に飲むようにしています。
パッケージ,あんちゃん,5.0,2018年1月7日,コンビニで売っている商品はキャンペーン中でパッケージも違っていますが、Amazonで購入した商品はキャンペーンの商品ではありませんでした。キャンペーンに応募したかったのに残念です。
カゴメよりは酸味が弱いです,＾－＾,4.0,2013年6月4日,野菜嫌いなので、野菜を食べる代わりに毎日飲んでいます。カゴメの「野菜一日これ一本」よりも酸味が少ないのでこちらにしています。ただ、やはりこちらもレモン果汁が入っているのでちょっと酸っぱいです。酸味が苦手なので、本当はもっと酸味を抑えてもらいたいです。アマゾンで買うとスーパーよりお安いので助かりますが、こちらの商品は価格が大きく変動するので安い時を狙うのが面倒です。
弁当と一緒に,Nicola,4.0,2014年9月28日,高校生の息子２人に弁当と一緒に持たせています。野菜不足になりがちな弁当の栄養バランスの是正に役立ってます。
毎朝飲んでいます,Amazon カスタマー,5.0,2017年5月26日,味は…私には塩っぱいですただ野菜補充の為に飲んでいます毎朝一本ずつ！
１日分の野菜,ぶーちゃん３号,4.0,2013年12月15日,飲みやすくて美味しくて満足です。値段もとても満足しています。３箱も買ってしまいました。
田舎の野菜不足時期には助かります。,田舎年金暮らしの育爺,5.0,2017年12月4日,夏は田舎の野菜も豊富で安く手に入りますが、春先、晩秋、そして冬は野菜不足がちになります。この野菜汁はコスパも良く助かります。
こなれた味,遠藤建也,4.0,2014年9月19日,おいしく飲める一日分の野菜。冷蔵庫に常備しています。追加注文予定。
安い・便利,ぷき,4.0,2013年5月29日,家族みんなで飲んでいます。味は野菜ジュース嫌いな人はちょっとダメかもですが、私は何でもいけるのでおいしく頂いています。特に冷やして飲めば美味しいです。毎日飲んでいるので、まとめ買いが便利ですし配達してくれるので助かります。価格も納得の値段です。
美味しい,中野ゆうみ,5.0,2017年12月17日,野菜100%のジュースが美味しい。体にいいので、毎日飲みます。
安定の,あか,4.0,2014年9月10日,安定の野菜ジュースです、重い物なので助かりました。また頼みたいと思います
リピート,Amazon カスタマー,5.0,2017年8月29日,こちらと他メーカーのと飲み比べ、こちらが飲みやすく気に入ってます。野菜不足が気になる旦那にリピート購入中です。
ここにきて、値上げか。もう買わない。,昭和次郎,3.0,2018年5月28日,一日で、取れるなんて、凄いと、定期で、かつたけど、もういらない。
気に入りました。が、、、、。,富山　廣政,4.0,2013年7月16日,いつも行くディスカウントストアで一本当たり４９円でありました。アマゾンさんより安かったので即購入しました。アマゾンさんも市場調査を入念にしてから案内してくださいますようお願いします。
我が家の必需品,ミケ,4.0,2014年8月13日,もともと緑黄色野菜は多めにとってはいるのですが、忙しい時に重宝しています。濃度が濃すぎないので飲みやすく、美味しいです。
甘くなくて好きです。,sukiget,5.0,2017年4月25日,「1日分の野菜」は、付け合せに野菜が少ない時やパンや麺だけで済ませてしまいそうな時に、ちょっとした安心感があります。「フルーツ系で飲みやすい」ではなく、あくまで「野菜ジュースで飲みやすい」です。野菜の匂いは穏やかで、飲みやすいです。「甘いのが飲みたいなら、フルーツ100%を飲む」「トマトの匂いが強いなら、いっそトマトジュースを飲む」「薄めたような味は嫌だ」なので、ここ数年、1番好きな野菜ジュースです。
母が毎日飲んでます,たかびー,4.0,2014年8月18日,有料老人ホームに入居中の母が毎日飲んでいます。定期的に送付いただき、助かっています。
トマトの味が濃い目,ちゃっ。,4.0,2013年11月2日,健康のためと思い、購入してます。コンビニとかで買うと1本100円超。なので、まとめて買って毎日会社に持って行ってます。
持続が大事。,Amazon カスタマー,5.0,2017年8月8日,野菜不足を補う為に毎日飲んでいます。甘さも控えめで飲みやすいです。
普通です,アマゾン,1.0,2021年3月15日,普通の野菜ジュースで特に違和感はありません。
ちょっと甘い,Tポン,5.0,2015年10月6日,定期便にて購入しています。値段がその時々で変わるというのは大いに不満アリですが、スーパーで不定期な特売日を見計らって箱買いするという手間を思えば、差額合計１００円程度ならまぁ許せる範囲かなとも思います。自分だけかもしれませんが味が少し「甘い」と思います。もちろん野菜特有の甘みだとは思いますが。冷やせば問題ありませんが、常温だと気持ち悪い甘みに感じます。
おいしい,free6647,5.0,2016年12月18日,野菜不足対策に、これをまとめて購入しました。やはりおいしいですね。トマトジュースのような飲みごたえもあり、コスパもいいです。
よかった,三平,4.0,2014年6月30日,缶入りを買うと缶の処分に苦労するが、これは紙製なので普通に処分できるので助かりました。
梱包改善依頼,のり,2.0,2018年8月10日,昨年より購入していますが毎月24本x3ケース購入していますが、非常に重たく、毎度ダンボールがグチャグチャに変形しています！緩衝材もただ入れてあるだけで、緩衝材には程遠いものです！もう少し配慮が欲しいところです！このままいくと、いつかはジュースの漏れ出しも時間の問題かなと思いますが、私にとっては飲み続けたいジュースですのでもう少し配慮ある対応して欲しいです！
カゴメのより美味しい,白髪,4.0,2014年2月8日,伊藤園さんの野菜ジュースはカゴメさんの甘ったるい野菜ジュースと違いさっぱりしているので好きです。
毎日1本愛飲,フランカー,4.0,2014年7月2日,どうしても野菜不足に陥りがちなので、薬かサプリメントのつもりで毎朝起き掛けに飲んでいます。
美味しいですがドロドロ感,kbt,5.0,2017年6月17日,野菜や果汁ジュースは毎日飲んでいます。あまり健康を意識しているわけではなく、好きなので飲んでいる感じです。伊藤園の１日分の野菜は初めてトライしましたが、味はおいしくて癖も無く、飲みやすいです。良し悪しは別にして、ドロドロ感は普通の野菜や果汁ジュースに比べて強いので、好みで判断すると良いでしょう。すっきり感は求めない方が良いです。普段カゴメ野菜ジュースの色々な種類を飲んでいますが、今まで飲んだどれよりもドロドロ感は強いです。気分で飲み分けています。
美味しいですよ,YOSHI,5.0,2017年10月16日,あっさりしていて飲みやすいです！栄養たっぷり忙しい朝に重宝です。
口内炎が消えた,kiki,5.0,2016年11月6日,リピートしている伊藤園の『ビタミン野菜』にプラスして今回こちらも購入。というのも、連日の寝不足＋風邪手前で口内炎が出来た時に、当商品を飲んで翌日には口内炎が消えたからです。プラシーボ的な気休め感覚で続けているサプリと違い、はっきり効果を実感できたのが嬉しくて数日後には注文してました。ビタミン野菜に加えての計48本分の重い段ボールを玄関先まで持ってきてくれた配達のお兄さんにも感謝。
無糖無塩無添加が良いね,ルレオ95,5.0,2017年9月6日,調理師免許を持ってるのだが、母が亡くなって、３８歳にして独り身だと料理する気になれない。野菜サプリとビタミンCとこいつで野菜は補っている。冬になると春菊の天ぷらを１年分くらい作り置きして冷凍にするのだが（信州人はそばが好き）、それはそれでこれは続けようと思う。
定期便でも変更可能で便利です,銀次郎,5.0,2017年6月10日,夫が朝飲んでいます。スーパーより安いし、運んでもらうとストレスないし。味は普通。でもクセがないから続くんでしょうね。素晴らしく便利なのが梱包。ビニールを剥がして箱のまま冷蔵庫のストックスペースに入れられる。いつも二箱ですが場所取らなくて便利！というか楽でありがたいです。定期便利用ですが変更も簡単です。
健康のため,白猫１９６５,4.0,2013年4月30日,朝の忙しい時にゆっくりと食事はできないので、野菜をとるために購入しました。値段的にもスーパーで買うよりもお得だったので買いました。アマゾンでの飲料の購入は初めてでしたが、梱包形態がアマゾン特有の携帯であったので思わず笑ってしまいました。
愛飲してます,Amazon カスタマー,5.0,2017年5月29日,余分なものを入れて下手に飲み易くしてある野菜ジュースを除けば、一番飲み易いと思います自分は生まれつき肌が弱いのですが、これを飲んでると肌の調子がかなり良好です
暑い夏を乗り切るには最高の飲みもの,書斎,5.0,2017年6月20日,毎朝冷やした野菜ジュースを1パック飲むのが習慣です。それからトーストと紅茶で朝食です。昼間はコップに野菜ジュースを移して、炭酸水を若干加えて飲みます。うまさが増します。これから暑くなるので飲む回数も増えるでしょう。普通のジュースだと糖分の取りすぎということになりますが、このジュースに関してはその心配はありません。ただし定期購入の量を増す必要が出てきます。出費が増えますが、暑い夏を乗り切るには仕方がないと思っています。
美味しいです,pipiｃｈａｎ,4.0,2014年1月12日,砂糖塩無添加と記載されてますがが実際はナトリウムがあります。減塩されているかたは注意が必要です。本来の野菜のナトリウムだとはおもいますが。
足りない野菜の補充に,きるろい2005,5.0,2015年5月4日,"【日常使いに】とかく不足がちな野菜摂取。１００％吸収されるわけではないので、これを飲めば万事OKという訳にはいきませんが、ある程度の不足は補えると思います。お昼のお供に１日１本摂っています。　〔購入：20150429　価格(定期おトク便)：￥1,520(税込)　消費期限：20151119〕【備蓄に】災害時など、野菜の摂取はなかなか難しいと思われますので、本シリーズを活用したいのですが、普段利用している紙パックの方は、製造から９か月しか消費期限がありません。備蓄には、製造から３か年の消費期限のある缶製品をお勧めします。消費期限は外箱の上部に大きく印字されていますので、管理も楽だと思います。"
濃い,めぞん,4.0,2014年4月25日,野菜を摂取するために買いました。トマトの味が強くて少しのみづらいです。カゴメのようなフルーティ好きな方は無理かも
健康の為に（　＾ω＾）・・・,はなちょん,5.0,2016年12月10日,350ｇの野菜を食べるのは無理なので、ジュースで摂取です。２００ｍｌで一日分が摂れるので良いです。野菜不足の方はどうぞ！
初めての購入です。,はな,4.0,2013年7月21日,今までで一番安かったので購入しました。KAGOMEの野菜生活より濃いので、野菜ジュースが苦手な人やお子さんには少し飲みにくいかもですが、私は野菜ジュースが好きなので全然大丈夫です！定期的に値段が変化するようなので、安いときには購入します。
簡単栄養補給。,Amazon カスタマー,5.0,2016年9月22日,コップを洗ったりがめんどくさいので、２００ミリ紙パックをかれこれ５年以上愛飲しています。飲み終えたら畳んでそのままゴミ箱ポイは楽です。味は人参ベースです。人参の甘みが強いので、個人的に料理には合わないと思ってます。カレーに入れたとき、人参がだいぶ強かったです。（量の問題かもしれませんし、個人の味覚の問題かもしれませんが）常温保存可能で、ローリングストックとして何かあった時も栄養補給できるとアマゾンで５年ほど定期購入してました。物価高騰の波がきてるのか、じわじわとアマゾンでの値段が上がってきてます（５年前と比べて２００円くらい）。それでも自宅まで届けてもらっているからと購入してましたが、最近はスーパーでも１２個入りのパックで売られているので（そちらの方が３００円ほど安い）定期購入はいったん終了しました。過剰包装ですし。
しっかり野菜を補充,Amazon カスタマー,5.0,2017年8月11日,野菜不足の食生活ののため非常に重宝してます。またリピートしたいと思います。
野菜ジュース,エルちゃん,5.0,2017年7月24日,手軽で美味しいです！毎月届くので、便利ですし毎日かかさず飲む事が出来ます！
野菜不足にはGood,八木田ジュニヤ,4.0,2013年11月3日,単身赴任の私は日頃野菜不足ですので非常に助かります一日一箱を朝飲んでいます、何となくスッキリ元気がでます！！！
かなりいい。,こうちゃん,5.0,2016年8月27日,毎日のビタミン補給で飲んでます。　　　　　　　　　　　とても美味しくてgood!  (^.^)
美味しい♪,oy．,5.0,2017年7月4日,コンパクトにまとめられた箱に入ってて、冷蔵庫のに入れる際も楽々です！野菜ジュースも飲みやすくて健康に良さそう
飲んで良かったです！,ウォッカ,5.0,2017年6月9日,毎日、晩御飯の後に1本飲んでます。翌日の朝にはお腹がスッキリします！
災害で野菜が手に入らない時でもコレで十分,samansa,5.0,2017年5月4日,野菜不足にならない様に毎月注文しているのですが、将来の災害に備えて必須アイテムです。おにぎりやカップ麺の配給はあっても野菜類はありません。それに大きい災害には支援物資が届くまで自力で生活出来る人の勝ちです。ありがたい保存食です。
カープ好き,カープ好き,5.0,2017年6月14日,他社の製品より断然飲みやすく、10年以上定期取り寄せしてます。
梱包が一切されてない,Amazon カスタマー,1.0,2020年9月20日,他のものと一緒に購入したが、梱包が一切されてなくて驚いた。衝撃材、ラップ等一切無し。そのまま箱に放り投げた感じになっていた！当然同梱されているものはグニャグニャ状態。入れられている箱も同様。最近はアマゾンの手抜きが目立つ。ずっと定期便で買っていたけど、やめて、ヨド○シに乗り換えます！
みんなで飲んでま～す。,Amazon カスタマー,3.0,2016年7月8日,結果は 未だ判らないけど健康の為に これからも飲みたいと思う。価格も安いし味も気にいってます。ちなみに 職場では１０時の休憩時間 野菜ジュース飲んでる人 多いです。
血糖値の向上抑止に効果あり,吉井康廣,4.0,2013年1月3日,食前に飲むことによって、食後1時間値の血糖値が20程低下するので愛飲しています。
ストローに問題あり,ユーリン,2.0,2019年7月4日,半分程度飲みましたが複数ストローがはずれて役に立ちません　疑問です
婆さんが狂ったように飲んでいます。,ダヤン,4.0,2013年3月25日,毎日毎日、婆様に「１日１本飲まないといかんよ」と言われて飲まされています。カゴメの野菜１日これ１本よりも苦味はありますが飲みやすいテイストです。健康オタクの必須アイテムかもしれません
野菜補充,鹿乃子,5.0,2017年4月4日,施設にいる母に購入を頼まれました。野菜が足らない気がしたら野菜ジュースで補充。
朝ご飯を食べる前に,miri,5.0,2017年4月18日,糖が少し高めなので、朝食を食べる前に必ずこれを飲んでからパンを食べるようにしています。快調です。
これは飲める！,ぜろす,5.0,2015年6月4日,トマトジュース嫌いな人間にとって、「カゴメ 野菜一日これ一本」飲みきるのは罰ゲーム。伊藤園のもトマトの味はしますが、どろどろﾈﾄﾈﾄしてないし、トマトと言うよりにんじんジュースで、甘くておいしい！ほとんどの野菜オンリージュースがほぼトマトジュース味で耐えれなかったので、今まで果物野菜50/50系しか飲めませんでした。これで野菜100％に乗り換えられました。助かります
毎日欠かさず飲んでます！,経年優化,5.0,2017年5月5日,１日一回、そろそろ一年近くになりますが、おそらく効果有り（笑）
野菜不足の方には、必需品です。,順ちゃん,5.0,2017年4月29日,日々、職場で、１本、この野菜ジュースを飲んでいます。野菜不足の生活をっサポートしてくれる体に優しい商品です。
最高！,Amazon カスタマー,5.0,2017年5月2日,毎月取ってるので飲むのが習慣になってます。伊藤園の野菜ジュース最高！
良い商品です。,さいぞぉ,5.0,2017年5月6日,野菜本来の味を上手にブレンドされていて飲みやすく、食塩も無添加、おまけにコンビニより随分安く買えて、言うことなしでした。
飲みやすく果物のジュースみたい,Amazonカスタマー,5.0,2014年4月24日,これは単なる我が家の事情ですが、家族は野菜ジュースを好まず、果物のジュースを飲みたがります。しかし果物のジュースばかりですと糖分とりすぎが気になります。この伊藤園「一日分の野菜」は人参が多いのかさわやかな味わいで果物のジュースのように飲みやすく、家族も普通に飲んでくれますので常備しています。知らず知らずのうちに野菜の栄養もしっかりとれるところが気に入っています。
パパのお気に入り。,ＬＯＶＥママ,5.0,2016年12月31日,毎日飲むものなので、安く購入できて満足です。また利用します。
プレゼント用,esp.bb,4.0,2013年11月25日,１日分の野菜をこれ１本で補充できるとのことで試してみました。トマト味ベースで他沢山の野菜のブレンドの味がします。飲み易いと思います。体調変化はこれから徐々に出てくると期待してます。ところで各野菜の産地はどこなのか？３０種類すべては書ききれないだろうから主要成分だけでも産地表示してはいかがか。
いわゆる野菜ジュース,のん,3.0,2017年8月30日,本当にこれで野菜がたりるのか？疑問ですが普通に呑んでます。不味くは無い
毎朝欠かさず飲んでます。,Amazon カスタマー,5.0,2017年4月16日,いろいろなビタミンが取れるので、健康のため毎朝のんでいます。おいしいので飽きません。
味と内容,和田　愛,4.0,2013年11月22日,野菜が多く入っている割に、あまりその臭さが気にならなくて、小さい子にも飲めること。
伊藤園の「１日分の野菜」を愛飲しています！,昔のねずみ,5.0,2016年9月9日,不足しがちな野菜を補いたいと、スーパーに並ぶ数社の野菜ジュースを飲み比べました。好みの問題とは思いますが、伊藤園の「１日分の野菜」は一番美味しかったです。また、メーカーの信頼度も高く安心して続けられる商品だとおもいます。
絶品！,Amazon カスタマー,5.0,2017年4月7日,色々な種類の野菜ジュースが販売されてある中で、このジュースは味が絶品です。
予想通りの味です。,さくらさくら,4.0,2013年11月2日,変わった味を求めているのではなく、予想通りの味が大事だと思います。それがこれかな。。。
野菜の補給,トラ子でーす,4.0,2013年6月12日,これを頂いたら　今日の野菜が取れたとと納得できたような　気がします。
これ、レビュー要る？,Amazon Customer,5.0,2016年9月4日,スーパーなどとほぼ同じくらいの値段な上配送してくれるので、楽チン。プライムでない人は、買い合わせで買うといいです。
アマゾンリピーター,Amazon カスタマー,5.0,2016年12月7日,リピーターですので製品はおおいに気に入っています。送付時のパッケージ・対応も満足です
毎朝1本,miyacon,5.0,2016年1月12日,肉食系なので野菜不足を気にしていました。他社の野菜ジュースは青臭くて私には合いませんでした。本当に野菜が好きな好きな人にはそちらの方が美味しいかもしれませんが・・・。私は野菜が苦手なので昔から伊藤園さんしか飲みません。これからも定期購入します。
主人の野菜不足解消？に,tomo,4.0,2013年1月26日,毎朝、コンビニで買っていると言う主人のために購入。お値段もお得なので満足しています。2箱購入しましたが、そろそろなくなるのでまた注文しなくては。
緑黄野菜食の補助として,後藤 豊,4.0,2013年10月17日,昨今野菜が高騰し中々手に入らないので伊藤園の一日野菜を１本を飲んで補っています。
伊藤園１日分の野菜,湯ミン,4.0,2013年10月2日,今まで１Lの紙パックを買ってましたが開封後の日にちが短く、このパック入りは毎回飲む分だけの為、賞味期限の心配がなくなりました。
味もまあまあ！,笹地蔵,4.0,2013年10月4日,遠く離れている野菜不足と思われる子供達のために贈る！　気に入ったかどうかは分からない！
毎日欠かさず呑んでます,アマゾンカズー,4.0,2012年12月23日,美味しく頂いております。やはり伊藤園が美味しいですね。我が家の必需品です。
飲みやすいです,さち♪,4.0,2013年5月13日,主人の野菜不足を補う目的で購入しました。野菜中心なので、飲みやすさが心配でしたが、さらっと飲みやすく、再度注文をしようと思っています。
定期便,田中　隆一,5.0,2017年2月27日,定期便で購入しています。予定通り届き、コストパフォーマンスも高く、非常に良かったです。
野菜不足の補充に！,ドラマ大好き,4.0,2013年9月23日,実家を離れて暮らす息子に購入。野菜不足で偏りがちな食事の補助に最適です。また安価な上に、部屋まで運んでくれる宅急便が使えるのでとても重宝しています。
異物混入,こあ,3.0,2022年4月23日,パックの中に5ミリくらいの銀紙が入ってました。危うく飲み込むところでした。
ありがとう,Amazon カスタマー,5.0,2017年2月24日,朝と昼のどちらかに野菜不足を補うために呑んでます美味しいです。
安いです,hana,4.0,2013年4月30日,お昼ご飯など、栄養バランス乱れてるな、、、と思ったときの心のお守り（気休め？）です。子供がどうしても全部は飲めない、と文句を言うので、マイナス１でごめんなさい。
野菜不足の補填に,Iloveyoda,5.0,2016年3月29日,野菜が嫌いなので購入しましたが、昨年入院してから体質が変わってしまったのか、飲むと下痢してしまうケースが多いようなので今は飲んでいません。味も量も気に入っていたのですが残念です。最近、体重が増えてきたことも有り、暖かくなってから、毎朝飲むようにしていますが、下痢もせず、体調もよくなりました。しばらく続けようと思っています。
味もいいですよ。,Amazon カスタマー,5.0,2017年1月9日,これ一本で１日に必要な野菜の栄養が取れるので愛飲しています。しかもこちらは、加工の過程で失われた成分も補われていますし、味も癖がなく美味しく頂けます。こういった重いものは通販だと助かります。
これで野菜不足を補っています。,岩垂　智美,4.0,2013年4月27日,ほとんど、毎日飲んでいるのでまとめて安く購入できて良かっです。また利用したいと思っています。
不味い,Amazon カスタマー,1.0,2020年11月6日,糖質も高いし、二度と買わない
野菜は大切ですね！,ノア,4.0,2012年11月30日,普段、なるべく健康の為に野菜を意識して取っていますが「１日分の野菜」で手軽に野菜を取れるので助かります。コンビニだと１００円以上する製品ですが今回は６８円／１本という安さでした。また、安売りを期待します！
野菜嫌いなので何とか楽に野菜を取りたいので,岬の花,4.0,2013年8月21日,最初はトマトの味が苦手でしたが段々と慣れてきて今は美味しく飲ませてもらっています。
毎回買います。,Amazon カスタマー,5.0,2016年7月2日,毎回買います。野菜不足なので毎日飲んでいます。個人的には飲みやすいです。
飲みやすい！,ゆーりー,4.0,2013年3月28日,健康に気を付けて欲しくて、両親にプレゼントしました。凄く喜んでくれて、美味しかったので、チョット続けて飲もうかなぁ～て言ってました。
飲みやすい野菜ジュースです,杜の住人,3.0,2017年3月17日,野菜の摂取を補うために毎日飲んでいます。効果のほどは分かりませんが、飲みやすいジュースです。できれば24本単位ではなく、30本にしてほしい。定期購入で毎月とっていますが、飲み忘れはなく、24本では足りません。定期購入で買う人もかなりいるのではないでしょうか。
毎日手軽に,Amazon カスタマー,5.0,2016年7月4日,娘と息子と３人で飲んでます！普通の食事だと、やっぱり野菜不足になりがちなので１日１本飲むだけなので手軽なのもいいですね(≧∇≦)定期にして購入してます。
野菜ジュースはーーー,グーマー,4.0,2012年11月22日,本来なら自分で　毎朝作っているのですが　お出掛けつずきで留守にするため　主人の為に購入致しました。飲みやすかったと　喜んでいました。
野菜不足を１０秒で解消,Tsugawa.TV,4.0,2013年8月11日,普段の食事で野菜不足気味なので、いつもジュースに頼ってます。伊藤園かカゴメを愛飲してますが、味やさらっと感に違いが有り、好みが分かれるところだと思います。一日一本、毎日続けると効果が感じられると思います。
ランチのお供,ちり,5.0,2016年10月8日,美味しいので、定期購入しています。毎日、お弁当の後に飲んでいます。
毎日のことなので,こめ,5.0,2016年2月17日,毎日1本家族が飲んでいます。お値段は、近所のお店の方が少し安いですが持ち帰ることや、わざわざ買いに行くこと思えば、定期購入して家まで運んでもらえることで、相殺されます。
おいしい,asahina,5.0,2017年1月10日,おいしい。生野菜ジュースの中では一番好みです。飲みやすいです。
おいくいただきました,城戸ひとみ,4.0,2013年8月6日,よく、気に入って、普段からバラでも購入していました。おいしいです。
美味しくて飲みやすい,aji3333,5.0,2016年9月29日,美味しくて飲みやすいです。毎日飲むものなので届けてもらえるのは便利です。
１日１本飲んでます,ごゆるりと,4.0,2012年5月4日,ニンジンをベースにしているのでトマトの酸味がカゴメよりも抑えられています。味もさらっとしており、ドロドロ感もカゴメほどありません。味は好みの問題だと思います。私は両方を常備して飲んでいますが、手軽に野菜１日分を摂取するのにはぴったりです。
特徴としてカリウムが多く含まれていること,旅猫,4.0,2013年7月29日,特徴としてカリウムが多いので、術後の補助食品として使っている。
満足,西沢数幸,4.0,2013年7月25日,子供が好きでこれを飲んでいます。一日一本でちょうど良い大きさです。
のみやすいよ,40さい(^-^)v,5.0,2016年12月30日,子供も親も野菜をあまりとらないのですが、毎月購入してますが、かなり早いペースでなくなってます。
賞味期限の心配なし,Yoshi,5.0,2016年9月16日,賞味期限を心配していたのですが17.7までだったので安心しました
定期便で買っています,Amazon カスタマー,5.0,2016年12月21日,腕の筋肉が無意識に痙攣するようになり、野菜不足が原因では、と思い毎月定期便で購入しています。毎日飲む様にしてから、痙攣がなくなり、野菜不足だったんだと思い、続けています。値段がそんなに高くないので、続けていけますね。
老人の健康ジュース,Amazon カスタマー,5.0,2016年12月29日,野菜を食べると大変ですが、ジュースなので取りやすい。安い野菜の取り方
お手軽、便利。,ぶーたろ,5.0,2016年12月25日,信頼の伊藤園の野菜」ジュース、お野菜が高いときはこれでしのぐのです。
カゴメより飲みやすいかな,volvo,4.0,2012年10月4日,カゴメの野菜１日これ１本と比べると、さらっとして飲みやすい感じがします。カゴメの野菜１日これ１本・伊藤園１日分の野菜のどちらかと伊藤園の１日分のビタミン野菜を交互に飲んでいます。以前は天然水とかを購入していたのですが、水よりジュースの方にシフトしました。
まま、おいし,miniHDTV,3.0,2016年8月7日,伊藤園の紙パック飲料はストローがかなり伸びて嬉しいです。味、ままおいし。気休めか、アシストを担えているのかはてさて。
野菜紙パック,YASU,5.0,2016年12月17日,今回初めて購入しましたが大変おいしく頂きました。また利用してみたいと思います。
定期購入しています,コリコリ,5.0,2016年12月13日,野菜不足を補うために毎日1パック飲んでいます。お通じもいいし健康気分。
